,word,frequency,n_characters
वाइल्ड,वाइल्ड,1,6
वेस्ट,वेस्ट,1,5
तियेनत्सिन,तियेनत्सिन,1,10
बिकने,बिकने,1,5
लागों,लागों,1,5
निकाय,निकाय,1,5
चर्चों,चर्चों,1,6
सिगुर,सिगुर,1,5
रोस,रोस,1,3
राजकुमार,राजकुमार,1,8
स्वीकृति,स्वीकृति,1,8
अप,अप,1,2
भयभीत,भयभीत,1,5
विजयी,विजयी,1,5
सहानुभूतिपूर्ण,सहानुभूतिपूर्ण,1,14
विल्किस,विल्किस,1,7
पुनर्निर्वाचित,पुनर्निर्वाचित,1,14
ग्राफ्टन,ग्राफ्टन,1,8
लॉबीस्ट,लॉबीस्ट,1,7
अंदरूनी,अंदरूनी,1,7
टोरी,टोरी,1,4
गोमेरी,गोमेरी,1,6
पंजीयन,पंजीयन,1,6
प्रार्थना,प्रार्थना,1,9
धार्मिकता,धार्मिकता,1,9
भाइयों,भाइयों,1,6
नैतिकताओं,नैतिकताओं,1,9
देखकर,देखकर,1,5
विदेशियों,विदेशियों,1,9
लेख,लेख,1,3
बिछा,बिछा,1,4
हिला,हिला,1,4
लिेए,लिेए,1,4
सर,सर,1,2
अर्नेस्ट,अर्नेस्ट,1,8
शैकल्टन,शैकल्टन,1,7
चित्रांकन,चित्रांकन,1,9
संस्थाओं,संस्थाओं,1,8
मॉस,मॉस,1,3
मैओरियम,मैओरियम,1,7
पाइरस,पाइरस,1,5
सिसली,सिसली,1,5
जितने,जितने,1,5
मिसेनियाई,मिसेनियाई,1,9
अंधकार,अंधकार,1,6
उबरने,उबरने,1,5
साक्षरता,साक्षरता,1,8
लिपि,लिपि,1,4
भुलाई,भुलाई,1,5
यूनानियों,यूनानियों,1,9
फोनेशियन,फोनेशियन,1,8
नौवीं,नौवीं,1,5
कप्तान,कप्तान,1,6
ब्रांसफील्ड,ब्रांसफील्ड,1,11
भूगोल,भूगोल,1,5
कोंते,कोंते,1,5
कोशिकाओं,कोशिकाओं,1,8
स्प्रिंगर,स्प्रिंगर,1,9
मिलाप,मिलाप,1,5
इज़राइल,इज़राइल,1,7
षाले,षाले,1,4
मैत्रीपूर्ण,मैत्रीपूर्ण,1,11
मैत्री,मैत्री,1,6
विगुइए,विगुइए,1,6
केरकासोने,केरकासोने,1,9
बेलिंगशाउसेन,बेलिंगशाउसेन,1,12
किलाबंद,किलाबंद,1,7
जुड़ा,जुड़ा,1,5
बाशिंदों,बाशिंदों,1,8
एमनेस्टी,एमनेस्टी,1,8
इंटरनेशनल,इंटरनेशनल,1,9
लेखों,लेखों,1,5
हवाला,हवाला,1,5
जादू,जादू,1,4
टोने,टोने,1,4
स्वशासी,स्वशासी,1,7
निर्धारित,निर्धारित,1,9
ब्रेमेन,ब्रेमेन,1,7
जॉर्जेज,जॉर्जेज,1,7
डेनेवर,डेनेवर,1,6
टिनटिन,टिनटिन,1,6
रूपान्तरित,रूपान्तरित,1,10
आशा,आशा,1,3
बेल्जियन,बेल्जियन,1,8
वाल्ट,वाल्ट,1,5
लिखकर,लिखकर,1,5
व्यर्थ,व्यर्थ,1,6
मांगा,मांगा,1,5
रोजेन,रोजेन,1,5
रेमिस,रेमिस,1,5
जर्माइने,जर्माइने,1,8
छुट्टियों,छुट्टियों,1,9
नौजवान,नौजवान,1,6
विवाहेतर,विवाहेतर,1,8
ताड़,ताड़,1,4
पेड़,पेड़,1,4
मुंह,मुंह,1,4
प्यार,प्यार,1,5
इंडो,इंडो,1,4
बेल्जियम,बेल्जियम,1,8
वितरक,वितरक,1,5
घाटी,घाटी,1,4
जबतक,जबतक,1,4
पर्वत,पर्वत,1,5
श्रृंखलाओं,श्रृंखलाओं,1,10
पड़ोसियों,पड़ोसियों,1,9
कटा,कटा,1,3
स्वशासित,स्वशासित,1,8
प्रणालियां,प्रणालियां,1,10
इसाईयों,इसाईयों,1,7
मातृभाषा,मातृभाषा,1,8
बाइबिल,बाइबिल,1,6
डायट्रिच,डायट्रिच,1,8
बन्द,बन्द,1,4
चौकियां,चौकियां,1,7
प्रकरण,प्रकरण,1,6
परिवर्तनकामी,परिवर्तनकामी,1,12
प्लुवियज,प्लुवियज,1,8
फरवरी,फरवरी,1,5
संदिग्धों,संदिग्धों,1,9
बर्नार्ड,बर्नार्ड,1,8
टेपी,टेपी,1,4
धन,धन,1,2
पुरस्कारों,पुरस्कारों,1,10
कोलोन,कोलोन,1,5
तारामंडल,तारामंडल,1,8
किराया,किराया,1,6
दायरे,दायरे,1,5
प्राचीनतम,प्राचीनतम,1,9
इनके,इनके,1,4
तिथियां,तिथियां,1,7
आरंभ,आरंभ,1,4
ताम्र,ताम्र,1,5
प्रसिद्ध,प्रसिद्ध,1,8
ममी,ममी,1,3
सख्त,सख्त,1,4
पहाड़ियों,पहाड़ियों,1,9
तांबे,तांबे,1,5
सोने,सोने,1,4
ग्रामीण,ग्रामीण,1,7
गंभीरता,गंभीरता,1,7
वर्साय,वर्साय,1,6
असेम्बली,असेम्बली,1,8
रोटी,रोटी,1,4
ज़रूरत,ज़रूरत,1,6
रोकना,रोकना,1,5
बनी,बनी,1,3
कन्वेंशन,कन्वेंशन,1,8
सैन,सैन,1,3
फ्रांसिस्को,फ्रांसिस्को,1,11
वासियों,वासियों,1,7
आराम,आराम,1,4
येर्बा,येर्बा,1,6
बुएना,बुएना,1,5
गार्डन,गार्डन,1,6
मॉस्कोने,मॉस्कोने,1,8
नार्थ,नार्थ,1,5
सेंटर,सेंटर,1,5
इस्तांबुल,इस्तांबुल,1,9
छत,छत,1,2
लूथर,लूथर,1,4
किंग,किंग,1,4
जूनियर,जूनियर,1,6
लेबर,लेबर,1,4
अभूतपूर्व,अभूतपूर्व,1,9
ब्लड,ब्लड,1,4
कनैडियन,कनैडियन,1,7
समानान्तर,समानान्तर,1,9
उत्तेजित,उत्तेजित,1,8
कोंडो,कोंडो,1,5
वेइस,वेइस,1,4
दौड़,दौड़,1,4
ननें,ननें,1,4
इबिंजेन,इबिंजेन,1,7
खण्डहरों,खण्डहरों,1,8
सफलताओं,सफलताओं,1,7
टेलेकॉम,टेलेकॉम,1,7
प्रेमिका,प्रेमिका,1,8
सुद्बादेन,सुद्बादेन,1,9
मेर्डिन्जेन,मेर्डिन्जेन,1,11
उलरिच,उलरिच,1,5
प्रोटीन,प्रोटीन,1,7
तबाह,तबाह,1,4
जीटीए,जीटीए,1,5
पीछा,पीछा,1,4
अवांछित,अवांछित,1,7
सेंसरशिप,सेंसरशिप,1,8
भागीदारी,भागीदारी,1,8
असम्भव,असम्भव,1,6
खून,खून,1,3
रिपोर्टों,रिपोर्टों,1,9
बताए,बताए,1,4
विस्थापित,विस्थापित,1,9
रूपर्ट्सबर्ग,रूपर्ट्सबर्ग,1,12
भजन,भजन,1,3
पोलैंड,पोलैंड,1,6
सराहा,सराहा,1,5
सुनाने,सुनाने,1,6
औपनिवेशक,औपनिवेशक,1,8
राजनीति,राजनीति,1,7
स्वेज,स्वेज,1,5
बदलती,बदलती,1,5
औपनिवेशिक,औपनिवेशिक,1,9
बिखरे,बिखरे,1,5
फिनलैंड,फिनलैंड,1,7
बाल्टिक,बाल्टिक,1,7
खर्चीले,खर्चीले,1,7
राज्यों,राज्यों,1,7
हंगरी,हंगरी,1,5
माध्यमों,माध्यमों,1,8
थोपने,थोपने,1,5
फ्रांज़,फ्रांज़,1,7
राजतंत्रों,राजतंत्रों,1,10
डिसिब़ॉंडनबर्ग,डिसिब़ॉंडनबर्ग,1,14
तब्दील,तब्दील,1,6
आस्ट्रेलियन,आस्ट्रेलियन,1,11
प्लेटों,प्लेटों,1,7
उभरता,उभरता,1,5
काल्पनिक,काल्पनिक,1,8
विंडिकेशन,विंडिकेशन,1,9
उखाड़,उखाड़,1,5
फेंका,फेंका,1,5
मंजूरी,मंजूरी,1,6
निर्वासितों,निर्वासितों,1,11
राजनैतिक,राजनैतिक,1,8
कैदियों,कैदियों,1,7
आजाद,आजाद,1,4
सीमारेखा,सीमारेखा,1,8
डेव,डेव,1,3
अनुमोदन,अनुमोदन,1,7
एस्ते,एस्ते,1,5
नींद,नींद,1,4
रासा,रासा,1,4
जोड़ती,जोड़ती,1,6
चीजें,चीजें,1,5
बदलनी,बदलनी,1,5
सराटोगा,सराटोगा,1,7
प्रहार,प्रहार,1,6
स्वंत्रतता,स्वंत्रतता,1,10
रिवोल्यूशन,रिवोल्यूशन,1,10
विराम,विराम,1,5
प्रोत्साहन,प्रोत्साहन,1,10
परिवर्तित,परिवर्तित,1,9
शैलीगत,शैलीगत,1,6
कलाकारों,कलाकारों,1,8
शैली,शैली,1,4
मूड,मूड,1,3
गाउदी,गाउदी,1,5
सहारों,सहारों,1,6
पार्श्व,पार्श्व,1,7
पाल्मा,पाल्मा,1,6
यहूदियों,यहूदियों,1,8
अवरोध,अवरोध,1,5
टिपो,टिपो,1,4
एंडिनो,एंडिनो,1,6
संबद्ध,संबद्ध,1,6
क्रस्ट,क्रस्ट,1,6
धरती,धरती,1,4
प्लेट,प्लेट,1,5
लिनारेस,लिनारेस,1,7
चाहने,चाहने,1,5
ब्रांट,ब्रांट,1,6
परिकल्पना,परिकल्पना,1,9
कुरियो,कुरियो,1,6
गो,गो,1,2
ब्रेकिंग,ब्रेकिंग,1,8
हार्ट,हार्ट,1,5
कापुआ,कापुआ,1,5
लेवी,लेवी,1,4
सीजेरियाई,सीजेरियाई,1,9
मतली,मतली,1,4
गतिविधियों,गतिविधियों,1,10
व्यक्तिगत,व्यक्तिगत,1,9
किकी,किकी,1,4
ट्रिब्यून,ट्रिब्यून,1,9
कंसोलेट,कंसोलेट,1,7
सेनाएं,सेनाएं,1,6
बुलाने,बुलाने,1,6
जन,जन,1,2
चुनेगा,चुनेगा,1,6
निहत्था,निहत्था,1,7
डोंट,डोंट,1,4
नियुक्ति,नियुक्ति,1,8
पहुंचे,पहुंचे,1,6
दसवें,दसवें,1,5
उपनिवेशवादी,उपनिवेशवादी,1,11
अल्बानी,अल्बानी,1,7
हडसन,हडसन,1,4
फ्रीमैन,फ्रीमैन,1,7
आरम्भिक,आरम्भिक,1,7
रूपान्तर,रूपान्तर,1,8
मध्ययुगीन,मध्ययुगीन,1,9
बोलने,बोलने,1,5
अंग्रेजी,अंग्रेजी,1,8
पंचम,पंचम,1,4
जनरलों,जनरलों,1,6
सिंहासन,सिंहासन,1,7
चाची,चाची,1,4
इसाबेला,इसाबेला,1,7
एनरिक,एनरिक,1,5
क्रियान्वयन,क्रियान्वयन,1,11
ब्यूनस,ब्यूनस,1,6
आयर्स,आयर्स,1,5
संघीकरण,संघीकरण,1,7
संहिता,संहिता,1,6
व्यवस्थाओं,व्यवस्थाओं,1,10
किसने,किसने,1,5
विवादों,विवादों,1,7
लेखकों,लेखकों,1,6
कलाकृतियां,कलाकृतियां,1,10
मेनहिर,मेनहिर,1,6
डॉल्मेन,डॉल्मेन,1,7
अपुलियाई,अपुलियाई,1,8
कैलेब्रियाई,कैलेब्रियाई,1,11
सैम्नियम,सैम्नियम,1,8
मोलाइसे,मोलाइसे,1,7
ओरिएंटल,ओरिएंटल,1,7
बासिलिकाटा,बासिलिकाटा,1,10
अपुलिया,अपुलिया,1,7
अन्दरूनी,अन्दरूनी,1,8
इतालवी,इतालवी,1,6
दर्शाने,दर्शाने,1,7
क्राउच,क्राउच,1,6
किनारा,किनारा,1,6
रियासतें,रियासतें,1,8
मोटे,मोटे,1,4
प्रतीकात्मक,प्रतीकात्मक,1,11
कोर्सिकन,कोर्सिकन,1,8
पहाड़ी,पहाड़ी,1,6
संग्राहकों,संग्राहकों,1,10
दोस्ती,दोस्ती,1,6
रेसकोर्स,रेसकोर्स,1,8
सेस्तो,सेस्तो,1,6
सान,सान,1,3
गिओवान्नी,गिओवान्नी,1,9
विला,विला,1,4
पेलुक्का,पेलुक्का,1,8
घोड़े,घोड़े,1,5
रेसट्रैक,रेसट्रैक,1,8
हेक्टेयर,हेक्टेयर,1,8
कोर्स,कोर्स,1,5
अग्निकांड,अग्निकांड,1,9
न्युमिजमैटिक,न्युमिजमैटिक,1,12
लकड़ी,लकड़ी,1,5
ग्रैंडस्टैंड,ग्रैंडस्टैंड,1,12
अस्तबलों,अस्तबलों,1,8
वैटिकन,वैटिकन,1,6
मृत्युदण्ड,मृत्युदण्ड,1,10
अपराधों,अपराधों,1,7
सिक्के,सिक्के,1,6
मुद्राशास्त्र,मुद्राशास्त्र,1,13
तोपखाना,तोपखाना,1,7
नेपोलियन,नेपोलियन,1,8
बोनापार्ट,बोनापार्ट,1,9
सौहार्दपूर्ण,सौहार्दपूर्ण,1,12
पेतरास्सी,पेतरास्सी,1,9
छात्र,छात्र,1,5
एनियो,एनियो,1,5
ब्रूनो,ब्रूनो,1,6
कोलोराडो,कोलोराडो,1,8
सिसीलिया,सिसीलिया,1,8
रक्षागृह,रक्षागृह,1,8
कंजर्वेटरी,कंजर्वेटरी,1,10
पेशेवर,पेशेवर,1,6
रिश्ता,रिश्ता,1,6
मारेंगो,मारेंगो,1,7
सिनेमाई,सिनेमाई,1,7
उपलब्धियों,उपलब्धियों,1,10
मेट्टी,मेट्टी,1,6
वन,वन,1,2
एट,एट,1,2
डिनर,डिनर,1,4
पटकथा,पटकथा,1,5
लिखी,लिखी,1,4
अनौपचारिक,अनौपचारिक,1,9
गोफ्रेडो,गोफ्रेडो,1,8
प्रशिक्षित,प्रशिक्षित,1,10
ओलिविया,ओलिविया,1,7
वाल्टर,वाल्टर,1,6
विलेन्युव,विलेन्युव,1,9
नाकेबंदी,नाकेबंदी,1,8
द्वीपों,द्वीपों,1,7
हमले,हमले,1,4
छोड़नी,छोड़नी,1,6
नैपोलियन,नैपोलियन,1,8
उम्मीदों,उम्मीदों,1,8
प्रधानमंत्री,प्रधानमंत्री,1,12
ग्रेनविले,ग्रेनविले,1,9
ज़ार,ज़ार,1,4
अलेक्सान्द्र,अलेक्सान्द्र,1,12
प्रथाओं,प्रथाओं,1,7
फायोरेलो,फायोरेलो,1,8
एपिस्कोपल,एपिस्कोपल,1,9
ताउम्र,ताउम्र,1,6
प्रोटेस्टेंट,प्रोटेस्टेंट,1,12
ब्रम्हांडों,ब्रम्हांडों,1,11
मछलीघर,मछलीघर,1,6
सर्विसेज,सर्विसेज,1,8
ज़ेइट,ज़ेइट,1,5
कोमे,कोमे,1,4
अविकसित,अविकसित,1,7
फेफड़ों,फेफड़ों,1,7
किशोर,किशोर,1,5
मस्तिष्क,मस्तिष्क,1,8
सर्वोच्च,सर्वोच्च,1,8
प्राथमिकता,प्राथमिकता,1,10
राष्ट्रव्यापी,राष्ट्रव्यापी,1,13
वर्गीकृत,वर्गीकृत,1,8
प्रलेखन,प्रलेखन,1,7
सोमवार,सोमवार,1,6
दूषित,दूषित,1,5
निर्वाचित,निर्वाचित,1,9
आश्वासन,आश्वासन,1,7
चलेगी,चलेगी,1,5
उड़ाते,उड़ाते,1,6
खाता,खाता,1,4
सेलफोन,सेलफोन,1,6
परमाणविक,परमाणविक,1,8
जन्मे,जन्मे,1,5
बीस,बीस,1,3
पदार्थ,पदार्थ,1,6
यूट्यूब,यूट्यूब,1,7
उम्मीदें,उम्मीदें,1,8
अदनान,अदनान,1,5
जेड,जेड,1,3
अमीन,अमीन,1,4
आरोपों,आरोपों,1,6
अपतटीय,अपतटीय,1,6
पवन,पवन,1,3
उत्पादक,उत्पादक,1,7
शेयर,शेयर,1,4
प्यारी,प्यारी,1,6
उछाल,उछाल,1,4
लुकास,लुकास,1,5
क्रेनाच,क्रेनाच,1,7
एल्डर,एल्डर,1,5
पेंटिंग्स,पेंटिंग्स,1,9
दुखदायी,दुखदायी,1,7
चिन्ह,चिन्ह,1,5
डीपीए,डीपीए,1,5
उदाहरणस्वरूप,उदाहरणस्वरूप,1,12
श्रीमती,श्रीमती,1,7
जगाई,जगाई,1,4
रद्द,रद्द,1,4
गिलार्ड,गिलार्ड,1,7
फोर्स,फोर्स,1,5
ओवरियरे,ओवरियरे,1,7
आपात,आपात,1,4
अनुच्छेद,अनुच्छेद,1,8
दायर,दायर,1,4
अपीलीय,अपीलीय,1,6
न्यायालय,न्यायालय,1,8
मापने,मापने,1,5
मेजों,मेजों,1,5
घटाकर,घटाकर,1,5
कमोबेश,कमोबेश,1,6
टुकड़ी,टुकड़ी,1,6
ईटीए,ईटीए,1,4
दस्तावेज,दस्तावेज,1,8
टेलबोन,टेलबोन,1,6
विधेयकों,विधेयकों,1,8
छानबीन,छानबीन,1,6
फिगारो,फिगारो,1,6
वस्तुएं,वस्तुएं,1,7
एकेपी,एकेपी,1,5
राशिदा,राशिदा,1,6
अनुदारपंथियों,अनुदारपंथियों,1,13
औचित्य,औचित्य,1,6
प्रतिपादन,प्रतिपादन,1,9
शुमैन,शुमैन,1,5
बृहस्पतिवार,बृहस्पतिवार,1,11
गॉडेंस,गॉडेंस,1,6
हाउते,हाउते,1,5
गैरोने,गैरोने,1,6
प्राइमरी,प्राइमरी,1,8
दाती,दाती,1,4
अभिव्यक्ति,अभिव्यक्ति,1,10
सरकोजी,सरकोजी,1,6
न्याय,न्याय,1,5
ब्राइस,ब्राइस,1,6
हॉर्टेफ्यूक्स,हॉर्टेफ्यूक्स,1,13
सास्केल,सास्केल,1,7
मूर्ख,मूर्ख,1,5
गृहमंत्री,गृहमंत्री,1,9
विश्वासों,विश्वासों,1,9
महानिदेशक,महानिदेशक,1,9
गेट,गेट,1,3
सेकंड,सेकंड,1,5
बत्तखों,बत्तखों,1,7
फतह,फतह,1,3
सशक्त,सशक्त,1,5
अमानत,अमानत,1,5
हकदार,हकदार,1,5
मूर्खतापूर्ण,मूर्खतापूर्ण,1,12
परिस्थिति,परिस्थिति,1,9
लाखों,लाखों,1,5
बदमाशी,बदमाशी,1,6
कर्बेर,कर्बेर,1,6
समूचा,समूचा,1,5
खयानत,खयानत,1,5
बोनो,बोनो,1,4
प्रतीक,प्रतीक,1,6
मियामी,मियामी,1,6
सनसनी,सनसनी,1,5
मचाने,मचाने,1,5
सेरेना,सेरेना,1,6
विलियम्स,विलियम्स,1,8
सा,सा,1,2
घेरते,घेरते,1,5
चमत्कार,चमत्कार,1,7
गर्भनिरोध,गर्भनिरोध,1,9
मैश,मैश,1,3
नकदी,नकदी,1,4
प्रवाह,प्रवाह,1,6
खतरों,खतरों,1,5
जादूगरी,जादूगरी,1,7
डरावना,डरावना,1,6
वाद्य,वाद्य,1,5
यंत्र,यंत्र,1,5
सौंदर्य,सौंदर्य,1,7
मॉंस्टर,मॉंस्टर,1,7
ब्यूस्त,ब्यूस्त,1,7
हरेक,हरेक,1,4
साइमन,साइमन,1,5
क्रैट्शेमर,क्रैट्शेमर,1,10
जीर्ण,जीर्ण,1,5
शीर्ण,शीर्ण,1,5
भयावह,भयावह,1,5
बैरक,बैरक,1,4
अकेले,अकेले,1,5
टटोलता,टटोलता,1,6
घड़ी,घड़ी,1,4
यीशू,यीशू,1,4
अक्षय,अक्षय,1,5
बारोसो,बारोसो,1,6
अदला,अदला,1,4
बदली,बदली,1,4
हलचल,हलचल,1,4
मचा,मचा,1,3
न्यायधीश,न्यायधीश,1,8
गिरफ्तारियां,गिरफ्तारियां,1,12
निरन्तरता,निरन्तरता,1,9
एऔन,एऔन,1,3
हरीरी,हरीरी,1,5
दुर्घटनाग्रस्त,दुर्घटनाग्रस्त,1,14
माध्यम,माध्यम,1,6
गुटों,गुटों,1,5
व्हाइट,व्हाइट,1,6
हिलेरी,हिलेरी,1,6
पति,पति,1,3
माफ,माफ,1,3
कार्यप्रणाली,कार्यप्रणाली,1,12
दिखाने,दिखाने,1,6
बरोसो,बरोसो,1,5
तंजानिया,तंजानिया,1,8
चूने,चूने,1,4
लैरी,लैरी,1,4
सन्निहित,सन्निहित,1,8
अनुकरणीय,अनुकरणीय,1,8
मूक,मूक,1,3
गुंटर,गुंटर,1,5
ब्रुइन,ब्रुइन,1,6
दुर्घटना,दुर्घटना,1,8
कनाडाई,कनाडाई,1,6
जांचकर्ता,जांचकर्ता,1,9
वांस,वांस,1,4
निष्कर्ष,निष्कर्ष,1,8
स्पीजेल,स्पीजेल,1,7
चालकों,चालकों,1,6
जगत,जगत,1,3
उतारा,उतारा,1,5
डूब,डूब,1,3
बोइंग,बोइंग,1,5
लैंडिंग,लैंडिंग,1,7
फ्लैप,फ्लैप,1,5
असीमित,असीमित,1,6
टेराटोमा,टेराटोमा,1,8
कैस्टलफ्रांको,कैस्टलफ्रांको,1,13
इशारे,इशारे,1,5
अल्ट्रासाउंड,अल्ट्रासाउंड,1,12
मारपीट,मारपीट,1,6
दृश्य,दृश्य,1,5
इतर,इतर,1,3
संसदीय,संसदीय,1,6
व्यंग्य,व्यंग्य,1,7
भोथरे,भोथरे,1,5
फिट,फिट,1,3
खड़ा,खड़ा,1,4
लताड़ना,लताड़ना,1,7
नाटकीय,नाटकीय,1,6
प्रहसन,प्रहसन,1,6
आंसुओं,आंसुओं,1,6
रेला,रेला,1,4
शिष्यों,शिष्यों,1,7
टुकड़ा,टुकड़ा,1,6
उखाड़कर,उखाड़कर,1,7
हंसाने,हंसाने,1,6
आदमी,आदमी,1,4
कुलीन,कुलीन,1,5
बानेज,बानेज,1,5
गर्व,गर्व,1,4
निपटना,निपटना,1,6
महासचिव,महासचिव,1,7
कॉस्पेडल,कॉस्पेडल,1,8
संदेशों,संदेशों,1,7
कल,कल,1,2
बेरन,बेरन,1,4
क्लेरेट,क्लेरेट,1,7
पद्वी,पद्वी,1,5
परछाई,परछाई,1,5
जटिल,जटिल,1,4
पेड्रो,पेड्रो,1,6
सांचेज,सांचेज,1,6
इवोले,इवोले,1,5
राष्ट्रों,राष्ट्रों,1,9
दक्षिणपंथियों,दक्षिणपंथियों,1,13
फेडेरिको,फेडेरिको,1,8
फेलिनी,फेलिनी,1,6
विदूषक,विदूषक,1,6
रहस्य,रहस्य,1,5
सुन्दरता,सुन्दरता,1,8
वेनेटो,वेनेटो,1,6
शर्त,शर्त,1,4
मैदानों,मैदानों,1,7
कम्यून,कम्यून,1,6
कर्मचारियों,कर्मचारियों,1,11
इमारतों,इमारतों,1,7
तबाही,तबाही,1,5
बच,बच,1,2
वर्टेमबर्ग,वर्टेमबर्ग,1,10
रेशेनबाख,रेशेनबाख,1,8
पीटर,पीटर,1,4
टेलीग्राफिक,टेलीग्राफिक,1,11
एबी,एबी,1,3
ओबरमार्सबर्ग,ओबरमार्सबर्ग,1,12
हॉल,हॉल,1,3
लौटना,लौटना,1,5
सीबीएस,सीबीएस,1,6
नवीनीकरण,नवीनीकरण,1,8
मत,मत,1,2
फैले,फैले,1,4
गोल्डेन,गोल्डेन,1,7
युक्त,युक्त,1,5
नियमित,नियमित,1,6
विक्टोरियाज,विक्टोरियाज,1,11
आएंगे,आएंगे,1,5
विपक्ष,विपक्ष,1,6
मुंडो,मुंडो,1,5
कार्यक्रमों,कार्यक्रमों,1,11
दानदाताओं,दानदाताओं,1,9
एफएसएलएन,एफएसएलएन,1,8
दिशानिर्देश,दिशानिर्देश,1,11
प्लाजा,प्लाजा,1,6
जश्न,जश्न,1,4
संकेतकों,संकेतकों,1,8
मना,मना,1,3
ब्रेक्सिट,ब्रेक्सिट,1,9
वृहदाकार,वृहदाकार,1,8
एयर,एयर,1,3
रोजर्स,रोजर्स,1,6
उत्सवपूर्वक,उत्सवपूर्वक,1,11
शान्तिपूर्ण,शान्तिपूर्ण,1,11
फायर,फायर,1,4
फातिमा,फातिमा,1,6
आह्वान,आह्वान,1,6
प्लेनो,प्लेनो,1,6
निर्णय,निर्णय,1,6
मुद्रा,मुद्रा,1,6
हालत,हालत,1,4
अजन्मे,अजन्मे,1,6
बंदी,बंदी,1,4
रूख,रूख,1,3
कोरैडो,कोरैडो,1,6
पसेरा,पसेरा,1,5
वापल,वापल,1,4
बोएमर,बोएमर,1,5
ईसीबी,ईसीबी,1,5
यूरोजोन,यूरोजोन,1,7
विशेषाधिकार,विशेषाधिकार,1,11
बोलना,बोलना,1,5
आकलन,आकलन,1,4
विश्वविद्याल,विश्वविद्याल,1,12
लिंडसे,लिंडसे,1,6
फ्रांसिस,फ्रांसिस,1,8
कासा,कासा,1,4
मार्ता,मार्ता,1,6
कोरी,कोरी,1,4
वैट,वैट,1,3
मौकों,मौकों,1,5
भूमिगत,भूमिगत,1,6
उग्रवादी,उग्रवादी,1,8
समाजवादी,समाजवादी,1,8
पोषण,पोषण,1,4
विरोधी,विरोधी,1,6
खासतौर,खासतौर,1,6
टेक्सटाइल,टेक्सटाइल,1,9
मजूदरों,मजूदरों,1,7
मुश्किल,मुश्किल,1,7
सैक्रोकोसाइजील,सैक्रोकोसाइजील,1,14
मेस्त्रे,मेस्त्रे,1,8
मूल्यांकन,मूल्यांकन,1,9
खण्ड,खण्ड,1,4
जाएं,जाएं,1,4
शेपार्ड,शेपार्ड,1,7
जेरोनिमो,जेरोनिमो,1,8
वाउचर,वाउचर,1,5
दराज,दराज,1,4
पेट्रोल,पेट्रोल,1,7
सीजीआई,सीजीआई,1,6
जुकरबर्ग,जुकरबर्ग,1,8
मुलाकात,मुलाकात,1,7
ट्रे,ट्रे,1,4
नेता,नेता,1,4
कम्युनिटी,कम्युनिटी,1,9
क्रस्टीना,क्रस्टीना,1,9
सिफ्युएन्तेस,सिफ्युएन्तेस,1,12
अनुदारपंथी,अनुदारपंथी,1,10
सेक्टोरियल,सेक्टोरियल,1,10
अंडर,अंडर,1,4
सेक्रेटरी,सेक्रेटरी,1,9
जेवियर,जेवियर,1,6
मरोतो,मरोतो,1,5
टेक्सास,टेक्सास,1,7
हेलमेट,हेलमेट,1,6
डुरान,डुरान,1,5
पिंटैडो,पिंटैडो,1,7
कोषाध्यक्ष,कोषाध्यक्ष,1,10
बेरोजगारी,बेरोजगारी,1,9
गिरी,गिरी,1,4
रोजगार,रोजगार,1,6
परे,परे,1,3
यूनियनें,यूनियनें,1,8
व्यू,व्यू,1,4
माउन्टेन,माउन्टेन,1,8
नेतृत्वकर्ता,नेतृत्वकर्ता,1,12
स्नैपचैट,स्नैपचैट,1,8
उपायों,उपायों,1,6
उदाहरणों,उदाहरणों,1,8
रोबोट,रोबोट,1,5
रोसी,रोसी,1,4
गर्भवती,गर्भवती,1,7
डॉलर,डॉलर,1,4
मंडल,मंडल,1,4
गे,गे,1,2
बुला,बुला,1,4
वाल,वाल,1,3
सिलिकॉन,सिलिकॉन,1,7
वैली,वैली,1,4
पूंजीकरण,पूंजीकरण,1,8
अमेजन,अमेजन,1,5
छोड़ते,छोड़ते,1,6
चौथी,चौथी,1,4
टेस्ला,टेस्ला,1,6
चमड़ा,चमड़ा,1,5
पर्ल,पर्ल,1,4
प्लान्टेन,प्लान्टेन,1,9
किगाली,किगाली,1,6
रचनात्मक,रचनात्मक,1,8
क्रिएटिव,क्रिएटिव,1,8
निर्देशकों,निर्देशकों,1,10
अलेजांद्रा,अलेजांद्रा,1,10
रेखाएं,रेखाएं,1,6
रूपहली,रूपहली,1,6
स्वयंसेवक,स्वयंसेवक,1,9
प्रारूप,प्रारूप,1,7
संशोधन,संशोधन,1,6
कार्निवाल,कार्निवाल,1,9
मैग्लेव,मैग्लेव,1,7
टिकट,टिकट,1,4
समारोह,समारोह,1,6
यास,यास,1,3
मरीना,मरीना,1,5
सर्किट,सर्किट,1,6
वेबसाइट,वेबसाइट,1,7
टाइमिंग,टाइमिंग,1,7
वैभव,वैभव,1,4
गुस्सा,गुस्सा,1,6
लिबर्टीज,लिबर्टीज,1,8
खलिहान,खलिहान,1,6
गोल्फर,गोल्फर,1,6
प्रीमियर,प्रीमियर,1,8
सुनना,सुनना,1,5
संपत्तियों,संपत्तियों,1,10
एडेनब्रूक,एडेनब्रूक,1,9
बाड़,बाड़,1,4
फांद,फांद,1,4
