,word,frequency,n_characters
山景城,山景城,1,13
峰會,峰會,1,2
自治區,自治區,1,15
保守,保守,1,15
副部長,副部長,1,10
財務長,財務長,1,10
失業率,失業率,1,7
頭,頭,1,1
髮明,髮明,1,9
聖瑪爾塔,聖瑪爾塔,1,4
維多利亞,維多利亞,1,22
首位,首位,1,16
竟然,竟然,1,2
絕對,絕對,1,2
大熱,大熱,1,4
演唱,演唱,1,2
老年人,老年人,1,14
花完,花完,1,14
抵價券,抵價券,1,17
生成,生成,1,11
櫃檯,櫃檯,1,2
出示,出示,1,10
汽油,汽油,1,15
增值稅,增值稅,1,3
講到,講到,1,9
方濟各,方濟各,1,11
歐元區,歐元區,1,6
單一,單一,1,2
貨幣,貨幣,1,2
科朵拉,科朵拉,1,23
帕塞拉,帕塞拉,1,17
報價,報價,1,2
怠慢,怠慢,1,10
央行,央行,1,11
合適,合適,1,7
前部長,前部長,1,18
退黨,退黨,1,11
課上,課上,1,4
以下,以下,1,7
新工作,新工作,1,11
昂揚,昂揚,1,9
飛逝,飛逝,1,10
場景,場景,1,2
切合,切合,1,10
諷刺,諷刺,1,9
暗諷,暗諷,1,2
巧妙,巧妙,1,12
口頭,口頭,1,4
修辭,修辭,1,10
手法,手法,1,12
演講,演講,1,2
調笑,調笑,1,2
表演,表演,1,9
堅信,堅信,1,10
結合水,結合水,1,11
廢除,廢除,1,10
洶湧,洶湧,1,10
眼淚,眼淚,1,2
眼睛,眼睛,1,2
美麗,美麗,1,10
新一,新一,1,2
清醒,清醒,1,2
頭腦,頭腦,1,2
范圍,范圍,1,9
會不會,會不會,1,6
反對派,反對派,1,14
世界報,世界報,1,15
支持者,支持者,1,21
打人,打人,1,7
印第安,印第安,1,12
西部片,西部片,1,11
戰爭片,戰爭片,1,13
引以為豪,引以為豪,1,18
對付,對付,1,6
燙手,燙手,1,5
山芋,山芋,1,9
暫時,暫時,1,2
秘書長,秘書長,1,10
科斯佩達爾,科斯佩達爾,1,20
昨天,昨天,1,13
傳達,傳達,1,2
唯一,唯一,1,2
萬民,萬民,1,6
邦,邦,1,6
權力派,權力派,1,13
呢,呢,1,8
費德里克,費德里克,1,16
費里尼,費里尼,1,13
小丑,小丑,1,7
人性,人性,1,10
如同,如同,1,12
影子,影子,1,4
常人,常人,1,3
拿出,拿出,1,6
本事,本事,1,13
逗,逗,1,1
笑,笑,1,1
案發,案發,1,2
不來梅,不來梅,1,13
地鐵,地鐵,1,8
運動,運動,1,2
有的,有的,1,14
糾紛,糾紛,1,9
到底,到底,1,16
想出,想出,1,6
塑造,塑造,1,2
安東尼奧,安東尼奧,1,20
高迪,高迪,1,9
後殿,後殿,1,10
拱璧,拱璧,1,10
橫向,橫向,1,7
眾多,眾多,1,7
造山,造山,1,4
稱作,稱作,1,8
藝名,藝名,1,7
地殼,地殼,1,7
潛沒,潛沒,1,8
利納雷斯,利納雷斯,1,10
革新,革新,1,10
停滯,停滯,1,2
不前,不前,1,13
維和,維和,1,9
投票權,投票權,1,10
合法化,合法化,1,18
流放,流放,1,9
歸家,歸家,1,2
迫害犯,迫害犯,1,14
原聲,原聲,1,2
見面,見面,1,16
巴西利卡塔,巴西利卡塔,1,23
奧斯特利茨,奧斯特利茨,1,19
象徵,象徵,1,2
大革命,大革命,1,20
科西嘉,科西嘉,1,16
砲兵,砲兵,1,8
波拿巴,波拿巴,1,13
馬倫哥,馬倫哥,1,3
迫使,迫使,1,16
維勒訥沃,維勒訥沃,1,10
艦隊,艦隊,1,3
堵塞,堵塞,1,2
英倫,英倫,1,9
島,島,1,1
破滅,破滅,1,2
聖塞西莉亞,聖塞西莉亞,1,17
上任,上任,1,9
首相,首相,1,18
格林威爾,格林威爾,1,19
閣下,閣下,1,4
沙皇,沙皇,1,16
菲奧雷洛,菲奧雷洛,1,12
聖公會,聖公會,1,6
餘生,餘生,1,6
新教,新教,1,2
員,員,1,1
宇宙,宇宙,1,14
受訓,受訓,1,9
幾十,幾十,1,3
乾預,乾預,1,2
外流,外流,1,6
非法,非法,1,16
聯邦化,聯邦化,1,11
任命,任命,1,14
新將軍,新將軍,1,11
事宜,事宜,1,16
碰到,碰到,1,9
發行,發行,1,7
極為,極為,1,10
勿,勿,1,4
傷,傷,1,1
心,心,1,4
支,支,1,4
卡普亞,卡普亞,1,14
徵兵,徵兵,1,8
外邊界,外邊界,1,15
預料,預料,1,2
凱撒軍,凱撒軍,1,11
便宜,便宜,1,17
政期,政期,1,10
親自,親自,1,7
保民官,保民官,1,22
確鑿,確鑿,1,3
無疑,無疑,1,2
回答,回答,1,7
領事,領事,1,9
角逐,角逐,1,8
手無寸鐵,手無寸鐵,1,10
布宜諾斯艾利斯,布宜諾斯艾利斯,1,28
安立奎,安立奎,1,20
靠前,靠前,1,10
伊莎貝拉,伊莎貝拉,1,22
線,線,1,1
埃斯特角,埃斯特角,1,10
紐約州,紐約州,1,16
薩拉託加,薩拉託加,1,15
擊,擊,1,1
適當,適當,1,2
移民者,移民者,1,14
殖民者,殖民者,1,14
趕來,趕來,1,9
英國人,英國人,1,11
遠征,遠征,1,9
奧爾巴尼,奧爾巴尼,1,11
攔截,攔截,1,3
哈德遜河,哈德遜河,1,19
變種,變種,1,3
外部,外部,1,6
使用者,使用者,1,21
英國法,英國法,1,17
十世,十世,1,7
五世,五世,1,9
女兒們,女兒們,1,12
繼承,繼承,1,10
順位,順位,1,8
她們,她們,1,7
姨媽,姨媽,1,10
專心,專心,1,5
莫利塞,莫利塞,1,9
韋斯,韋斯,1,10
城區,城區,1,10
會務,會務,1,2
皮洛士,皮洛士,1,17
西西里,西西里,1,19
衰亡,衰亡,1,4
衰落,衰落,1,2
希臘人,希臘人,1,10
沿用,沿用,1,13
批,批,1,7
山谷,山谷,1,10
外界,外界,1,14
隔開,隔開,1,2
分成,分成,1,10
城邦制,城邦制,1,23
橫穿,橫穿,1,10
領地,領地,1,7
基督徒,基督徒,1,3
母語版,母語版,1,14
聖經,聖經,1,2
跨海,跨海,1,2
大船,大船,1,4
擴張,擴張,1,2
遍布,遍布,1,6
崗哨,崗哨,1,2
來往,來往,1,16
看作,看作,1,16
事業,事業,1,9
習慣法,習慣法,1,10
號,號,1,1
薩謨奈,薩謨奈,1,10
要塞,要塞,1,10
文學獎,文學獎,1,6
私下,私下,1,10
施普林格,施普林格,1,19
和解,和解,1,9
以色列,以色列,1,16
小木屋,小木屋,1,16
燒毀,燒毀,1,2
榮譽,榮譽,1,3
勳章,勳章,1,2
住房,住房,1,15
卡爾卡鬆,卡爾卡鬆,1,12
城堡,城堡,1,10
特赦,特赦,1,2
堅毅,堅毅,1,2
巫術,巫術,1,8
殺害,殺害,1,2
馮,馮,1,1
別林斯高晉,別林斯高晉,1,18
布蘭斯菲爾德,布蘭斯菲爾德,1,11
長途,長途,1,9
征程,征程,1,9
船長,船長,1,9
歐內斯特,歐內斯特,1,7
沙克爾頓,沙克爾頓,1,16
爵士,爵士,1,4
共,共,1,6
起點,起點,1,2
共和歷,共和歷,1,15
雨月,雨月,1,12
梵蒂岡,梵蒂岡,1,10
馬匹,馬匹,1,5
旁邊,旁邊,1,2
公頃,公頃,1,5
球場,球場,1,2
賽馬場,賽馬場,1,3
吞噬,吞噬,1,8
木製,木製,1,5
看台,看台,1,14
其餘,其餘,1,9
馬厩,馬厩,1,2
拆毀,拆毀,1,9
六世,六世,1,9
死刑,死刑,1,12
嫌疑犯,嫌疑犯,1,7
罪行,罪行,1,7
紀念幣,紀念幣,1,18
本質,本質,1,6
錢幣,錢幣,1,2
銷售,銷售,1,2
收藏家,收藏家,1,8
起伏,起伏,1,7
手工,手工,1,7
加工品,加工品,1,17
墓塚,墓塚,1,2
卡拉布里亞,卡拉布里亞,1,33
皇家區,皇家區,1,11
塞斯托聖喬瓦尼,塞斯托聖喬瓦尼,1,19
碰撞,碰撞,1,2
澳,澳,1,1
暴風雨,暴風雨,1,18
伯納德,伯納德,1,9
塔比,塔比,1,5
財產,財產,1,2
紡織品,紡織品,1,11
批發商,批發商,1,9
陷入,陷入,1,3
逃離,逃離,1,10
回程,回程,1,7
抱,抱,1,8
煩事,煩事,1,9
丁丁,丁丁,1,4
歷險記,歷險記,1,3
拍成,拍成,1,14
華特,華特,1,2
徒勞,徒勞,1,2
婚外情,婚外情,1,7
低處,低處,1,8
棵,棵,1,1
棕櫚樹,棕櫚樹,1,3
俯瞰,俯瞰,1,2
大海,大海,1,4
島民,島民,1,6
小島,小島,1,4
熱愛,熱愛,1,2
島上,島上,1,4
里程,里程,1,8
紡織業,紡織業,1,3
淪喪,淪喪,1,2
布沙爾,布沙爾,1,13
鐳學,鐳學,1,3
休假,休假,1,7
蒙特利爾,蒙特利爾,1,10
電視台,電視台,1,7
嘉賓,嘉賓,1,2
衛冕,衛冕,1,2
頭號,頭號,1,2
种子,种子,1,12
選手,選手,1,5
莎拉,莎拉,1,9
埃拉尼,埃拉尼,1,14
失敗,失敗,1,6
連輸,連輸,1,2
射線,射線,1,2
西西莉,西西莉,1,13
金雀花,金雀花,1,16
愛德華,愛德華,1,3
於是,於是,1,17
岡特,岡特,1,9
騎士,騎士,1,4
追隨者,追隨者,1,18
倫敦塔,倫敦塔,1,3
剛,剛,1,1
葛洛麗亞,葛洛麗亞,1,19
霍爾登,霍爾登,1,3
愛,愛,1,1
認可,認可,1,6
釙源,釙源,1,2
議長,議長,1,10
皮雅芙,皮雅芙,1,13
希特勒,希特勒,1,9
伯倫,伯倫,1,8
內閣,內閣,1,5
發言,發言,1,8
歸咎,歸咎,1,9
捷克,捷克,1,8
槍殺,槍殺,1,2
蘇台德,蘇台德,1,7
捷克斯洛伐克,捷克斯洛伐克,1,31
瑪塞爾,瑪塞爾,1,3
呆,呆,1,7
房間,房間,1,9
莫,莫,1,1
製備,製備,1,2
墨,墨,1,1
街上,街上,1,4
閒逛,閒逛,1,2
酒吧,酒吧,1,8
唱歌,唱歌,1,2
史密斯,史密斯,1,7
雲雀,雲雀,1,2
邁爾,邁爾,1,2
致信,致信,1,10
伊雷娜,伊雷娜,1,16
漢斯,漢斯,1,2
佩特森,佩特森,1,10
奧黛麗,奧黛麗,1,3
赫本,赫本,1,6
龍鳳,龍鳳,1,2
錄音室,錄音室,1,19
內涵,內涵,1,5
神學,神學,1,10
歌,歌,1,1
搬往,搬往,1,9
田納西州,田納西州,1,18
納什維爾,納什維爾,1,7
史蒂芬,史蒂芬,1,13
欽佩,欽佩,1,9
文獻,文獻,1,6
大衛,大衛,1,4
加姆遜,加姆遜,1,14
寫歌,寫歌,1,2
輪到,輪到,1,9
配,配,1,1
多塞特郡,多塞特郡,1,17
普爾市,普爾市,1,7
薩默塞特郡,薩默塞特郡,1,13
威爾斯市,威爾斯市,1,16
埃德加,埃德加,1,7
漫畫家,漫畫家,1,3
畫冊,畫冊,1,6
新生代,新生代,1,11
加斯,加斯,1,6
詹寧斯,詹寧斯,1,3
銀河系,銀河系,1,16
漫遊,漫遊,1,2
人文,人文,1,6
神秘,神秘,1,10
根植,根植,1,2
馬克思,馬克思,1,17
亨弗萊,亨弗萊,1,13
鮑嘉,鮑嘉,1,2
遊手好閒,遊手好閒,1,12
花花公子,花花公子,1,21
弟弟,弟弟,1,14
週期,週期,1,2
連任,連任,1,7
吉米,吉米,1,12
卡特,卡特,1,6
值,值,1,1
伊朗,伊朗,1,7
人質,人質,1,3
發酵,發酵,1,2
眾,眾,1,1
遠遠,遠遠,1,2
低,低,1,7
佔絕,佔絕,1,8
出院,出院,1,14
暗殺,暗殺,1,2
倖存,倖存,1,7
上帝,上帝,1,12
拯救,拯救,1,10
布洛克,布洛克,1,21
堅定,堅定,1,9
才是,才是,1,12
哈利法克斯,哈利法克斯,1,32
樞密院,樞密院,1,11
血,血,1,6
休,休,1,6
賽車手,賽車手,1,12
音樂家,音樂家,1,11
湯姆,湯姆,1,9
羅賓遜,羅賓遜,1,3
翼,翼,1,1
盜用輪,盜用輪,1,7
隊友,隊友,1,5
艾根,艾根,1,6
吉姆,吉姆,1,14
簽約,簽約,1,10
迪卡,迪卡,1,13
遊蕩者,遊蕩者,1,10
墨菲,墨菲,1,2
溫斯頓杯,溫斯頓杯,1,11
去世,去世,1,10
斯大林,斯大林,1,12
阿巴庫莫夫,阿巴庫莫夫,1,17
安全部,安全部,1,13
組建,組建,1,9
貝利亞,貝利亞,1,22
強力,強力,1,3
貝登,貝登,1,8
烏夏克吞,烏夏克吞,1,16
證實,證實,1,2
瑪雅,瑪雅,1,2
低地,低地,1,13
該項,該項,1,2
納斯卡,納斯卡,1,7
對手戲,對手戲,1,6
玫瑰,玫瑰,1,9
王子,王子,1,7
斯特拉森,斯特拉森,1,11
曝,曝,1,1
通姦,通姦,1,10
娶,娶,1,1
寡婦,寡婦,1,2
安娜,安娜,1,15
霍頓,霍頓,1,2
狂野,狂野,1,8
賣,賣,1,1
此時,此時,1,7
奢華,奢華,1,2
發佈,發佈,1,8
贏,贏,1,2
台,台,1,5
鋼琴,鋼琴,1,2
裸體,裸體,1,3
出鏡,出鏡,1,6
聖路易,聖路易,1,10
郵報,郵報,1,2
最佳,最佳,1,9
著火,著火,1,5
肯瑟斯,肯瑟斯,1,10
轉身,轉身,1,8
艾略特,艾略特,1,7
積分榜,積分榜,1,6
湯普遜,湯普遜,1,3
平和,平和,1,13
圖像,圖像,1,2
獵殺,獵殺,1,2
姬絲汀,姬絲汀,1,7
史葛,史葛,1,6
湯瑪絲,湯瑪絲,1,3
布偶,布偶,1,6
大電影,大電影,1,5
小妹,小妹,1,11
服務員,服務員,1,10
婚約,婚約,1,10
斯托勒,斯托勒,1,8
傑森,傑森,1,2
約翰遜,約翰遜,1,11
時兇,時兇,1,7
布魯斯,布魯斯,1,7
文本,文本,1,9
威利斯,威利斯,1,17
喬瑟夫,喬瑟夫,1,6
高登,高登,1,2
該片,該片,1,5
上映,上映,1,12
阿拉伯人,阿拉伯人,1,24
典型,典型,1,17
申克,申克,1,12
塔爾梅奇,塔爾梅奇,1,11
羅密歐,羅密歐,1,3
茱麗葉,茱麗葉,1,11
演,演,1,1
麥葵格,麥葵格,1,3
伊雲,伊雲,1,7
霍爾斯道姆,霍爾斯道姆,1,12
萊塞,萊塞,1,2
帆船,帆船,1,7
獨木,獨木,1,5
舟,舟,1,6
水上,水上,1,7
接替,接替,1,2
編劇,編劇,1,2
邪惡,邪惡,1,7
薩諾斯,薩諾斯,1,3
主角,主角,1,12
漫威,漫威,1,10
星際,星際,1,10
遨遊,遨遊,1,2
德川,德川,1,4
家康,家康,1,2
直系,直系,1,15
後代,後代,1,14
舉重,舉重,1,10
生前,生前,1,14
伊夫,伊夫,1,10
羅蘭,羅蘭,1,3
香水,香水,1,13
代言人,代言人,1,14
喜劇,喜劇,1,2
魚躍,魚躍,1,3
奇緣,奇緣,1,9
滴,滴,1,1
請求,請求,1,8
教師,教師,1,2
跡像,跡像,1,2
良好,良好,1,13
形勢,形勢,1,8
股市,股市,1,13
立即,立即,1,12
繁榮,繁榮,1,2
遭遇,遭遇,1,2
不順,不順,1,5
老盧卡斯,老盧卡斯,1,13
克拉納赫,克拉納赫,1,17
幅,幅,1,1
引人注目,引人注目,1,19
煩惱,煩惱,1,2
消失,消失,1,6
風力,風力,1,11
德新社,德新社,1,9
複製權,複製權,1,4
激活,激活,1,10
污染物,污染物,1,23
小孩子,小孩子,1,15
青少年,青少年,1,18
大腦,大腦,1,4
長期,長期,1,9
損傷,損傷,1,2
國家級,國家級,1,11
遺產,遺產,1,2
列,列,1,6
煤,煤,1,1
阿明,阿明,1,15
周刊,周刊,1,13
耍,耍,1,9
迫降,迫降,1,16
沉入,沉入,1,9
海底,海底,1,9
沖上,沖上,1,10
坦桑尼亞,坦桑尼亞,1,22
波音,波音,1,17
襟翼,襟翼,1,2
得出,得出,1,6
新結論,新結論,1,3
調離,調離,1,2
軒然大波,軒然大波,1,13
逮捕,逮捕,1,2
把戲,把戲,1,8
阿德南,阿德南,1,17
奧恩,奧恩,1,2
哈里裡,哈里裡,1,17
敵對,敵對,1,2
派系,派系,1,16
親密,親密,1,2
丈夫,丈夫,1,7
赦免,赦免,1,8
里奇,里奇,1,15
過多,過多,1,7
再生,再生,1,11
能源署,能源署,1,3
總幹事,總幹事,1,10
首要,首要,1,18
任務,任務,1,7
不足為奇,不足為奇,1,28
文件,文件,1,10
涵蓋,涵蓋,1,2
吉拉德,吉拉德,1,15
諮詢,諮詢,1,2
緊急,緊急,1,10
制定,制定,1,16
客戶家,客戶家,1,14
包含,包含,1,12
時長,時長,1,9
提交,提交,1,7
上訴,上訴,1,4
扣除,扣除,1,15
左右,左右,1,10
議案,議案,1,3
科密,科密,1,10
數碼,數碼,1,2
費加羅報,費加羅報,1,8
省出,省出,1,14
安保,安保,1,15
名聲,名聲,1,7
太好,太好,1,10
安塞密爾,安塞密爾,1,9
威尼托,威尼托,1,20
自由堡,自由堡,1,12
軍人,軍人,1,11
密切,密切,1,5
安賽密爾,安賽密爾,1,9
手冊,手冊,1,9
總工會,總工會,1,5
辦公桌,辦公桌,1,6
物品,物品,1,17
嘲笑,嘲笑,1,2
賬號,賬號,1,2
核,核,1,1
流程,流程,1,2
講話,講話,1,2
改進,改進,1,8
餘地,餘地,1,7
正義,正義,1,6
保守派,保守派,1,24
議員票,議員票,1,4
聖戈當,聖戈當,1,6
加龍,加龍,1,6
市長,市長,1,13
監督,監督,1,2
瑞啟達,瑞啟達,1,3
達利,達利,1,8
薩科齊,薩科齊,1,11
前司法部,前司法部,1,23
譴責,譴責,1,3
布里斯,布里斯,1,13
奧爾特弗,奧爾特弗,1,8
內政,內政,1,13
暴徒,暴徒,1,2
限度,限度,1,17
即便,即便,1,16
駕駛員,駕駛員,1,3
引誘,引誘,1,5
否決,否決,1,14
繁殖期,繁殖期,1,3
埃森,埃森,1,2
退休,退休,1,15
死掉,死掉,1,7
旁,旁,1,1
袖手旁觀,袖手旁觀,1,8
舊款,舊款,1,2
謠言,謠言,1,8
鍵盤,鍵盤,1,2
上方,上方,1,7
窄窄,窄窄,1,2
觸控,觸控,1,3
屏條,屏條,1,10
下地,下地,1,9
進球,進球,1,2
行走,行走,1,13
帕克,帕克,1,15
安全局,安全局,1,19
特工,特工,1,4
活躍,活躍,1,11
生效,生效,1,6
北約,北約,1,14
撤出,撤出,1,6
撤銷,撤銷,1,2
製裁,製裁,1,2
制裁,制裁,1,9
辭職,辭職,1,2
藉記卡,藉記卡,1,7
足協,足協,1,15
萬斯,萬斯,1,2
薩勒曼,薩勒曼,1,3
宗主國,宗主國,1,14
失去,失去,1,10
相鄰,相鄰,1,10
意識,意識,1,2
無視,無視,1,2
構成,構成,1,7
分割,分割,1,5
剩下,剩下,1,4
警察們,警察們,1,3
早晨,早晨,1,7
製服,製服,1,9
沙特阿拉伯國,沙特阿拉伯國,1,31
監管局,監管局,1,9
創下,創下,1,4
局長,局長,1,15
穆罕默德,穆罕默德,1,10
傑登,傑登,1,2
代替,代替,1,6
政壇,政壇,1,10
老手,老手,1,10
石油,石油,1,13
像是,像是,1,10
小麥,小麥,1,4
食用,食用,1,14
幾十億,幾十億,1,4
球,球,1,1
此事,此事,1,14
對外,對外,1,6
陳腐,陳腐,1,2
嵌入,嵌入,1,3
賽季,賽季,1,9
季末,季末,1,13
網球,網球,1,2
公開賽,公開賽,1,6
轟動,轟動,1,3
參賽者,參賽者,1,10
小威廉姆斯,小威廉姆斯,1,22
半決賽,半決賽,1,13
里面,里面,1,16
鬧鐘,鬧鐘,1,3
應付,應付,1,6
安息,安息,1,7
石灰岩,石灰岩,1,19
自滿,自滿,1,7
墳墓,墳墓,1,2
明確,明確,1,9
傻,傻,1,1
不行,不行,1,10
君特,君特,1,8
德,德,1,1
布呂因,布呂因,1,18
是否是,是否是,1,25
親戚,親戚,1,2
墜毀,墜毀,1,2
調查者,調查者,1,18
拉里,拉里,1,15
科貝爾,科貝爾,1,17
秒鐘,秒鐘,1,11
買家,買家,1,2
數百萬,數百萬,1,8
庫恩,庫恩,1,2
只好,只好,1,11
搖搖頭,搖搖頭,1,3
周報,周報,1,9
質詢,質詢,1,2
現金流,現金流,1,10
魔幻,魔幻,1,6
風琴,風琴,1,10
奏起,奏起,1,10
熱曲,熱曲,1,7
土豆,土豆,1,10
怪獸,怪獸,1,9
博伊,博伊,1,7
斯特,斯特,1,2
西蒙,西蒙,1,7
破舊,破舊,1,2
危險,危險,1,7
軍營,軍營,1,10
規劃區,規劃區,1,3
停止,停止,1,5
群,群,1,1
鴨子,鴨子,1,4
款,款,1,1
本機,本機,1,6
極,極,1,1
比佛利,比佛利,1,18
執行,執行,1,7
藉口,藉口,1,4
電站,電站,1,2
電台,電台,1,6
緬懷帖,緬懷帖,1,10
克里斯,克里斯,1,15
欣喜,欣喜,1,9
非洲人,非洲人,1,19
澳大利亞隊,澳大利亞隊,1,20
難道,難道,1,2
神壇,神壇,1,10
裂痕,裂痕,1,2
彌補,彌補,1,2
無路,無路,1,2
具備,具備,1,9
強硬,強硬,1,2
溫柔,溫柔,1,10
很棒,很棒,1,10
乘風破浪,乘風破浪,1,12
寧願,寧願,1,2
沖,沖,1,7
圍,圍,1,1
朝上,朝上,1,4
杯子,杯子,1,11
小球,小球,1,4
彈來,彈來,1,9
布什,布什,1,9
燃煤,燃煤,1,2
冷戰,冷戰,1,8
城內,城內,1,13
場面,場面,1,10
眼前,眼前,1,10
克斯蒂文,克斯蒂文,1,13
以北,以北,1,9
懷念,懷念,1,9
納稅人,納稅人,1,4
克里斯蒂安,克里斯蒂安,1,22
沃爾瑪爾,沃爾瑪爾,1,10
參賽,參賽,1,2
富裕,富裕,1,2
薩拉,薩拉,1,9
奧爾尼,奧爾尼,1,7
黨鞭,黨鞭,1,3
分居,分居,1,12
仁慈,仁慈,1,5
處之泰然,處之泰然,1,6
實在,實在,1,7
怒不可遏,怒不可遏,1,19
船上,船上,1,4
維加,維加,1,6
久遠,久遠,1,4
德里,德里,1,8
巴達爾普爾,巴達爾普爾,1,8
彈去,彈去,1,6
橄欖球,橄欖球,1,4
錦標,錦標,1,2
賽,賽,1,1
共處,共處,1,7
優異,優異,1,2
紐約市,紐約市,1,15
總局,總局,1,8
哈佛,哈佛,1,16
商,商,1,1
學歷,學歷,1,2
做到,做到,1,9
唐納,唐納,1,2
川普,川普,1,4
歧視者,歧視者,1,17
總指揮,總指揮,1,11
極其,極其,1,9
合格,合格,1,7
信貸,信貸,1,10
借貸,借貸,1,2
理由,理由,1,6
勞工,勞工,1,4
足夠,足夠,1,8
樂購,樂購,1,2
返現,返現,1,8
免費,免費,1,8
有利,有利,1,13
成見,成見,1,13
分歧,分歧,1,12
擯除,擯除,1,10
嚴刑,嚴刑,1,7
戰意,戰意,1,2
高昂,高昂,1,9
立刻,立刻,1,13
動盪,動盪,1,2
向來,向來,1,14
鷹派,鷹派,1,11
傾向,傾向,1,7
著稱,著稱,1,2
厭戰,厭戰,1,2
民意,民意,1,6
密碼,密碼,1,2
接近,接近,1,8
遇上,遇上,1,4
麻煩,麻煩,1,2
下配,下配,1,4
意思,意思,1,10
納粹,納粹,1,2
分開,分開,1,5
角落,角落,1,8
頭巾,頭巾,1,4
牛仔褲,牛仔褲,1,10
心靈,心靈,1,6
戰斗,戰斗,1,5
國防部,國防部,1,8
剛滿,剛滿,1,2
北卡羅萊納州,北卡羅萊納州,1,19
坎貝爾,坎貝爾,1,15
應對,應對,1,2
註冊,註冊,1,6
困難,困難,1,8
新老想法,新老想法,1,16
交織,交織,1,7
奇特,奇特,1,9
察覺,察覺,1,3
辭令,辭令,1,6
不一致,不一致,1,6
似曾相識,似曾相識,1,17
應,應,1,1
經濟學家,經濟學家,1,4
採用,採用,1,6
蹩腳,蹩腳,1,2
執政,執政,1,10
體制,體制,1,10
持久,持久,1,12
蘇拉,蘇拉,1,9
相似性,相似性,1,23
抹殺,抹殺,1,9
牠們,牠們,1,8
看看,看看,1,18
法案,法案,1,9
轟炸,轟炸,1,11
考試,考試,1,7
鎮區,鎮區,1,2
呼籲者,呼籲者,1,19
女孩們,女孩們,1,13
擁抱,擁抱,1,9
自身,自身,1,13
審美,審美,1,10
傳遍,傳遍,1,2
一旦,一旦,1,6
派對,派對,1,10
輕視,輕視,1,2
行業,行業,1,7
相關者,相關者,1,18
反饋,反饋,1,6
科研,科研,1,18
奢侈品,奢侈品,1,18
碎片,碎片,1,5
赤道,赤道,1,8
圓環,圓環,1,2
重力,重力,1,11
拉到,拉到,1,16
月亮,月亮,1,13
懸而未決,懸而未決,1,20
希爾斯堡,希爾斯堡,1,10
教堂山,教堂山,1,5
夫人,夫人,1,6
刻薄,刻薄,1,9
卡雷爾,卡雷爾,1,7
善解,善解,1,2
說話,說話,1,2
尼羅河,尼羅河,1,14
氾濫,氾濫,1,6
殺掉,殺掉,1,2
法老王,法老王,1,18
理智,理智,1,2
其它,其它,1,13
基金會,基金會,1,10
排字版,排字版,1,15
不願,不願,1,5
看見,看見,1,16
草稿,草稿,1,10
似,似,1,6
影印版,影印版,1,14
電郵,電郵,1,2
通信,通信,1,10
著手,著手,1,5
探究,探究,1,8
字源,字源,1,7
愛麗絲,愛麗絲,1,3
每幅,每幅,1,8
展出,展出,1,6
院校,院校,1,10
卡普蘭,卡普蘭,1,8
恐懼,恐懼,1,3
閱讀,閱讀,1,3
神經,神經,1,10
人意,人意,1,3
感受,感受,1,9
扮演者,扮演者,1,16
加劇,加劇,1,6
廢話,廢話,1,2
威脅,威脅,1,10
堆,堆,1,1
扭,扭,1,7
屁股,屁股,1,15
筆記本,筆記本,1,7
清晰度,清晰度,1,11
熬夜,熬夜,1,9
極低,極低,1,8
瘋傳,瘋傳,1,2
複興,複興,1,2
具,具,1,8
不適,不適,1,5
柏拉圖,柏拉圖,1,18
精心,精心,1,5
培育,培育,1,9
守護者們,守護者們,1,17
近幾,近幾,1,8
拿到,拿到,1,9
持卡人,持卡人,1,16
有意,有意,1,7
葉,葉,1,1
鯰魚,鯰魚,1,2
誓言,誓言,1,8
牽涉,牽涉,1,2
立法會,立法會,1,14
議員,議員,1,3
宣誓,宣誓,1,10
親,親,1,1
立法者,立法者,1,21
就任,就任,1,7
防止,防止,1,10
市內,市內,1,9
癱瘓,癱瘓,1,3
防備,防備,1,7
波,波,1,8
安德魯,安德魯,1,8
馬,馬,1,1
坦白,坦白,1,13
在此,在此,1,12
終結,終結,1,2
連,連,1,1
弱項,弱項,1,2
主場,主場,1,6
蒙特卡羅,蒙特卡羅,1,8
活蟾蜍,活蟾蜍,1,11
樹皮,樹皮,1,6
貸款,貸款,1,2
檳榔樹,檳榔樹,1,3
叫做,叫做,1,6
列表,列表,1,14
涉及,涉及,1,4
貝靈漢,貝靈漢,1,10
尖塔,尖塔,1,7
閃,閃,1,1
帽子,帽子,1,4
守衛,守衛,1,7
站台,站台,1,6
敲輪員,敲輪員,1,3
沿著,沿著,1,9
錘子,錘子,1,4
輕輕,輕輕,1,2
敲擊,敲擊,1,2
起落架,起落架,1,11
逛,逛,1,1
早市,早市,1,11
棒棒糖,棒棒糖,1,3
黃蜂繭,黃蜂繭,1,3
普遍,普遍,1,2
蛹,蛹,1,1
美味,美味,1,17
水牛,水牛,1,8
伯諾瓦,伯諾瓦,1,12
帕爾雷,帕爾雷,1,10
對打,對打,1,6
情景,情景,1,2
不差,不差,1,13
有望,有望,1,7
有獎,有獎,1,7
債券獎,債券獎,1,10
普通,普通,1,2
區別,區別,1,8
溢價,溢價,1,2
籌募,籌募,1,3
投資者們,投資者們,1,17
成群結隊,成群結隊,1,9
投到,投到,1,15
緊隨,緊隨,1,2
英傑華,英傑華,1,10
收益型,收益型,1,16
高收益型,高收益型,1,17
資產,資產,1,2
貶值,貶值,1,2
獲利,獲利,1,8
阿迪達斯,阿迪達斯,1,17
